cod_ibge,lat,long,UF,municipy_name,year,number_cases,population,case_1000_hab
110037,-12.12,-61.85,RO,Alto Alegre dos Parecis,2006,33,15454,2.13536948362883
110040,-9.71,-63.32,RO,Alto Paraíso,2005,1,15993,0.0625273557181267
110040,-9.71,-63.32,RO,Alto Paraíso,2005,1,3449,0.289939112786315
110040,-9.71,-63.32,RO,Alto Paraíso,2006,30,16510,1.81708055723804
110040,-9.71,-63.32,RO,Alto Paraíso,2006,30,3389,8.85216878135143
110002,-9.91,-63.04,RO,Ariquemes,2005,1,85031,0.011760416789171
110002,-9.91,-63.04,RO,Ariquemes,2006,94,86924,1.08140444526253
110045,-10.21,-63.82,RO,Buritis,2005,2,40120,0.0498504486540379
110045,-10.21,-63.82,RO,Buritis,2005,2,21636,0.0924385283786282
110045,-10.21,-63.82,RO,Buritis,2006,1,42717,0.0234098836528782
110045,-10.21,-63.82,RO,Buritis,2006,1,21859,0.045747746923464
110003,-13.49,-60.54,RO,Cabixi,2006,6,7421,0.808516372456542
110004,-11.43,-61.44,RO,Cacoal,2005,9,75988,0.118439753645312
110004,-11.43,-61.44,RO,Cacoal,2006,212,76422,2.77407029389443
110080,-8.79,-63.7,RO,Candeias do Jamari,2003,1,14874,0.0672314105149926
110080,-8.79,-63.7,RO,Candeias do Jamari,2005,3,16700,0.179640718562874
110080,-8.79,-63.7,RO,Candeias do Jamari,2006,28,17346,1.61420500403551
110090,-11.42,-61.95,RO,Castanheiras,2005,2,4110,0.48661800486618
110090,-11.42,-61.95,RO,Castanheiras,2006,40,4092,9.77517106549365
110005,-13.18,-60.81,RO,Cerejeiras,2006,9,17215,0.522799883822248
110092,-12.55,-60.9,RO,Chupinguaia,2006,6,6649,0.902391337043164
110006,-13.11,-60.54,RO,Colorado do Oeste,2006,6,18342,0.327118089630357
110007,-12.96,-60.88,RO,Corumbiara,2006,2,9409,0.212562440216814
110008,-12.44,-64.22,RO,Costa Marques,2006,1,11735,0.0852151682999574
110010,-10.78,-65.33,RO,Guajará-Mirim,2005,2,41467,0.048231123544023
110010,-10.78,-65.33,RO,Guajará-Mirim,2006,31,42082,0.736657002994154
110110,-9.2,-63.18,RO,Itapuã do Oeste,2005,2,8413,0.237727326756211
110110,-9.2,-63.18,RO,Itapuã do Oeste,2006,18,8699,2.06920335670767
110011,-10.43,-62.46,RO,Jaru,2005,2,55840,0.0358166189111748
110011,-10.43,-62.46,RO,Jaru,2006,105,56242,1.86693218591089
110012,-10.88,-61.94,RO,Ji-Paraná,2003,1,109573,0.00912633586741259
110012,-10.88,-61.94,RO,Ji-Paraná,2005,31,112439,0.27570504895988
110012,-10.88,-61.94,RO,Ji-Paraná,2006,726,113453,6.39912562911514
110120,-11.19,-61.51,RO,Ministro Andreazza,2006,1,11223,0.0891027354539784
110130,-11.02,-62.67,RO,Mirante da Serra,2006,18,14152,1.27190503109101
110050,-11.71,-62,RO,Novo Horizonte do Oeste,2003,1,12543,0.0797257434425576
110050,-11.71,-62,RO,Novo Horizonte do Oeste,2006,19,12916,1.4710436667699
110015,-10.71,-62.24,RO,Ouro Preto do Oeste,2005,1,40757,0.0245356625855681
110015,-10.71,-62.24,RO,Ouro Preto do Oeste,2006,77,40735,1.89026635571376
110145,-12.17,-61.6,RO,Parecis,2006,3,3204,0.936329588014981
110018,-11.67,-61.19,RO,Pimenta Bueno,2006,134,31415,4.26547827470953
110020,-8.76,-63.9,RO,Porto Velho,2005,42,373917,0.112324392846541
110020,-8.76,-63.9,RO,Porto Velho,2006,458,380974,1.2021817761842
110025,-11.17,-61.9,RO,Presidente Médici,2003,2,25926,0.0771426367353236
110025,-11.17,-61.9,RO,Presidente Médici,2003,2,5127,0.390091671542813
110025,-11.17,-61.9,RO,Presidente Médici,2005,9,25473,0.353315274997056
110025,-11.17,-61.9,RO,Presidente Médici,2005,9,5139,1.75131348511384
110025,-11.17,-61.9,RO,Presidente Médici,2006,1144,25313,45.1941690040691
110025,-11.17,-61.9,RO,Presidente Médici,2006,1144,5143,222.438265603733
110026,-9.7,-62.9,RO,Rio Crespo,2005,1,3501,0.285632676378178
110026,-9.7,-62.9,RO,Rio Crespo,2006,6,3603,1.66527893422148
110028,-11.73,-61.77,RO,Rolim de Moura,2005,12,49522,0.242316546181495
110028,-11.73,-61.77,RO,Rolim de Moura,2006,256,49907,5.12954094615986
110149,-12.06,-63.56,RO,São Francisco do Guaporé,2006,4,17610,0.227143668370244
110032,-11.68,-62.68,RO,São Miguel do Guaporé,2006,37,31198,1.18597345983717
110150,-11.79,-63.03,RO,Seringueiras,2003,1,13584,0.0736160188457008
110150,-11.79,-63.03,RO,Seringueiras,2006,4,16225,0.24653312788906
110155,-10.91,-62.24,RO,Teixeirópolis,2006,1,5894,0.169664065151001
110170,-11.12,-62.37,RO,Urupá,2006,2,17761,0.11260627216936
110180,-10.44,-62.13,RO,Vale do Paraíso,2005,1,10354,0.0965810314854163
110180,-10.44,-62.13,RO,Vale do Paraíso,2006,21,10442,2.01110898295346
110030,-12.74,-60.14,RO,Vilhena,2005,18,63947,0.281483103194833
110030,-12.74,-60.14,RO,Vilhena,2006,239,65807,3.63183247982737
120001,-9.82,-66.88,AC,Acrelândia,2006,2,11786,0.169692855930765
120010,-11.01,-68.74,AC,Brasiléia,2006,24,18056,1.32919805050953
120017,-10.57,-67.67,AC,Capixaba,2006,5,7403,0.675401864109145
120025,-11.02,-68.74,AC,Epitaciolândia,2006,8,14193,0.563658141337279
120038,-10.33,-67.18,AC,Plácido de Castro,2006,2,17014,0.117550252733043
120040,-9.97,-67.8,AC,Rio Branco,2005,6,305731,0.0196250952634833
120040,-9.97,-67.8,AC,Rio Branco,2005,6,4689,1.27959053103007
120040,-9.97,-67.8,AC,Rio Branco,2006,200,314127,0.636685162370634
120040,-9.97,-67.8,AC,Rio Branco,2006,200,4617,43.3181719731427
120050,-9.06,-68.65,AC,Sena Madureira,2006,5,33614,0.148747545665497
120045,-10.15,-67.73,AC,Senador Guiomard,2006,14,21000,0.666666666666667
120070,-10.65,-68.5,AC,Xapuri,2006,2,13893,0.143957388612971
130050,-2.79,-57.06,AM,Barreirinha,2005,1,26373,0.0379175672088879
130070,-8.75,-67.39,AM,Boca do Acre,2006,3,28480,0.105337078651685
130080,-4.38,-59.59,AM,Borba,2006,78,36793,2.11996847226375
130090,-6.53,-64.38,AM,Canutama,2006,3,9723,0.308546744831842
130120,-4.08,-63.14,AM,Coari,2005,1,84309,0.0118611298912334
130120,-4.08,-63.14,AM,Coari,2006,2,87468,0.0228655050990076
130185,-3.28,-60.18,AM,Iranduba,2006,2,42812,0.0467158740540035
130190,-3.14,-58.44,AM,Itacoatiara,2006,10,81674,0.122437985160516
130230,-2.74,-66.76,AM,Jutaí,2006,1,27955,0.0357717760686818
130250,-3.29,-60.62,AM,Manacapuru,2006,1,84656,0.0118125118125118
130260,-3.1,-60.02,AM,Manaus,2005,11,1644690,0.00668819047966486
130260,-3.1,-60.02,AM,Manaus,2006,495,1688524,0.293155442267922
130290,-3.38,-57.71,AM,Maués,2006,2,46873,0.0426684871887867
130300,-2.18,-56.71,AM,Nhamundá,2006,1,16864,0.0592979127134725
130310,-3.88,-59.09,AM,Nova Olinda do Norte,2006,1,31450,0.0317965023847377
130320,-2.62,-60.94,AM,Novo Airão,2006,8,6516,1.22774708410068
130340,-2.62,-56.73,AM,Parintins,2006,2,112636,0.0177563123690472
130353,-2.03,-60.02,AM,Presidente Figueiredo,2006,2,24781,0.0807069932609661
130370,-3.1,-67.94,AM,Santo Antônio do Içá,2006,1,36098,0.0277023657820378
130380,-0.12,-67.08,AM,São Gabriel da Cachoeira,2006,1,34827,0.0287133545812157
130406,-4.25,-69.93,AM,Tabatinga,2006,16,45085,0.354885216812687
130406,-4.25,-69.93,AM,Tabatinga,2006,16,14614,1.09484056384289
130410,-5.62,-63.18,AM,Tapauá,2005,1,17693,0.0565195274967501
130410,-5.62,-63.18,AM,Tapauá,2006,1,17160,0.0582750582750583
140005,2.98,-61.29,RR,Alto Alegre,2006,105,22856,4.59397969898495
140005,2.98,-61.29,RR,Alto Alegre,2006,105,3872,27.1177685950413
140005,2.98,-61.29,RR,Alto Alegre,2006,105,2136,49.1573033707865
140002,3.65,-61.37,RR,Amajari,2006,2,6229,0.321078824851501
140010,2.81,-60.67,RR,Boa Vista,2003,1,221027,0.00452433413112425
140010,2.81,-60.67,RR,Boa Vista,2003,1,5231,0.191168036704263
140010,2.81,-60.67,RR,Boa Vista,2006,572,249655,2.29116180328854
140010,2.81,-60.67,RR,Boa Vista,2006,572,5578,102.545715310147
140015,3.35,-59.83,RR,Bonfim,2006,2,13220,0.151285930408472
140015,3.35,-59.83,RR,Bonfim,2006,2,6632,0.301568154402895
140020,1.81,-61.12,RR,Caracaraí,2006,9,18367,0.490009255730386
140023,0.88,-59.69,RR,Caroebe,2006,1,5901,0.16946280291476
140028,2.18,-61.04,RR,Iracema,2005,2,6060,0.33003300330033
140028,2.18,-61.04,RR,Iracema,2005,2,12616,0.15852885225111
140028,2.18,-61.04,RR,Iracema,2006,44,6290,6.99523052464229
140028,2.18,-61.04,RR,Iracema,2006,44,12519,3.5146577202652
140030,2.43,-60.9,RR,Mucajaí,2006,218,11722,18.5975089575158
140040,3.88,-59.62,RR,Normandia,2006,2,5191,0.385282219225583
140045,4.43,-61.14,RR,Pacaraima,2006,14,8435,1.6597510373444
140047,0.94,-60.41,RR,Rorainópolis,2006,1,25913,0.0385906687762899
150010,-1.71,-48.88,PA,Abaetetuba,2005,13,131158,0.0991170954116409
150010,-1.71,-48.88,PA,Abaetetuba,2006,361,133316,2.7078520207627
150013,-4.95,-48.39,PA,Abel Figueiredo,2006,1,7131,0.140232786425466
150034,-6.79,-50.46,PA,Água Azul do Norte,2006,36,33350,1.07946026986507
150050,-1.52,-52.58,PA,Almeirim,2006,1,34338,0.0291222552274448
150060,-3.2,-52.2,PA,Altamira,2006,5,85649,0.0583777977559575
150080,-1.36,-48.37,PA,Ananindeua,2006,33,498095,0.066252421726779
150085,-3.47,-51.19,PA,Anapu,2006,2,6425,0.311284046692607
150090,-1.02,-46.64,PA,Augusto Corrêa,2006,1,34998,0.0285730613177896
150095,-2.13,-47.56,PA,Aurora do Pará,2006,1,25174,0.0397235242710733
150110,-1.89,-50.16,PA,Bagre,2006,1,13607,0.0734915852134931
150120,-2.79,-49.67,PA,Baião,2003,1,21442,0.0466374405372633
150120,-2.79,-49.67,PA,Baião,2005,11,21775,0.505166475315729
150120,-2.79,-49.67,PA,Baião,2006,14,21893,0.639473804412369
150125,-7.34,-50.39,PA,Bannach,2006,3,3345,0.896860986547085
150130,-1.5,-48.62,PA,Barcarena,2005,26,74120,0.350782514840799
150130,-1.5,-48.62,PA,Barcarena,2006,309,76071,4.06199471546319
150140,-1.45,-48.5,PA,Belém,2004,4,1386482,0.00288499958888756
150140,-1.45,-48.5,PA,Belém,2004,4,17098,0.233945490700667
150140,-1.45,-48.5,PA,Belém,2004,4,5919,0.675789829363068
150140,-1.45,-48.5,PA,Belém,2005,40,1405871,0.0284521126049261
150140,-1.45,-48.5,PA,Belém,2005,40,17206,2.32477042892014
150140,-1.45,-48.5,PA,Belém,2005,40,5919,6.75789829363068
150140,-1.45,-48.5,PA,Belém,2006,1131,1428368,0.791812754136189
150140,-1.45,-48.5,PA,Belém,2006,1131,17315,65.3190874963904
150140,-1.45,-48.5,PA,Belém,2006,1131,5919,191.079574252407
150145,-2.63,-54.93,PA,Belterra,2006,6,17659,0.339770088906507
150150,-1.36,-48.24,PA,Benevides,2005,6,44216,0.135697485073277
150150,-1.36,-48.24,PA,Benevides,2006,90,45774,1.96618167518679
150157,-5.05,-48.6,PA,Bom Jesus do Tocantins,2006,65,14232,4.56717256885891
150157,-5.05,-48.6,PA,Bom Jesus do Tocantins,2006,65,2204,29.491833030853
150170,-1.06,-46.77,PA,Bragança,2005,2,102232,0.0195633461147195
150170,-1.06,-46.77,PA,Bragança,2006,137,103751,1.32046920029686
150175,-5.69,-48.41,PA,Brejo Grande do Araguaia,2006,19,8243,2.30498604876865
150178,-4,-49.46,PA,Breu Branco,2006,5,46250,0.108108108108108
150190,-1.51,-48.04,PA,Bujaru,2006,23,26143,0.879776613242551
150195,-1.67,-46.52,PA,Cachoeira do Piriá,2005,1,19948,0.0501303388810908
150195,-1.67,-46.52,PA,Cachoeira do Piriá,2006,15,20759,0.722578158870851
150210,-2.24,-49.49,PA,Cametá,2005,1,105416,0.00948622599984822
150210,-2.24,-49.49,PA,Cametá,2006,35,106816,0.327666267225884
150215,-6.49,-49.87,PA,Canaã dos Carajás,2006,29,13870,2.09084354722423
150220,-1.19,-47.18,PA,Capanema,2006,38,61519,0.617695346153221
150220,-1.19,-47.18,PA,Capanema,2006,38,17405,2.18328066647515
150230,-1.74,-47.06,PA,Capitão Poço,2006,22,52960,0.415407854984894
150240,-1.29,-47.92,PA,Castanhal,2005,1,154811,0.00645948931277493
150240,-1.29,-47.92,PA,Castanhal,2006,86,158462,0.542716865873206
150250,-0.15,-49.98,PA,Chaves,2006,4,17313,0.23104025876509
150260,-0.93,-48.28,PA,Colares,2006,1,12328,0.0811161583387411
150270,-8.25,-49.26,PA,Conceição do Araguaia,2005,1,44224,0.0226121562952243
150270,-8.25,-49.26,PA,Conceição do Araguaia,2006,198,44375,4.46197183098592
150275,-1.99,-47.94,PA,Concórdia do Pará,2006,1,25176,0.0397203686050207
150276,-7.82,-50.77,PA,Cumaru do Norte,2006,86,6207,13.8553246334783
150277,-6.09,-49.54,PA,Curionópolis,2006,28,13785,2.03119332607907
150293,-4.28,-47.5,PA,Dom Eliseu,2006,1,50739,0.0197087053351465
150295,-6.1,-49.35,PA,Eldorado dos Carajás,2005,2,40970,0.0488162069807176
150295,-6.1,-49.35,PA,Eldorado dos Carajás,2006,62,43013,1.44142468556018
150304,-7.55,-49.71,PA,Floresta do Araguaia,2006,4,15342,0.260722200495372
150307,-1.93,-47.05,PA,Garrafão do Norte,2006,1,26991,0.0370493868326479
150320,-1.12,-47.61,PA,Igarapé-Açu,2006,98,36164,2.70987722597058
150330,-1.97,-48.95,PA,Igarapé-Miri,2005,1,59346,0.0168503353216729
150330,-1.97,-48.95,PA,Igarapé-Miri,2006,10,60558,0.165130948842432
150345,-2.55,-47.49,PA,Ipixuna do Pará,2006,4,36851,0.108545222653388
150350,-1.76,-47.43,PA,Irituia,2006,137,30080,4.55452127659574
150360,-4.27,-55.98,PA,Itaituba,2003,1,95486,0.0104727394591877
150360,-4.27,-55.98,PA,Itaituba,2005,54,96246,0.561062277912848
150360,-4.27,-55.98,PA,Itaituba,2006,926,96515,9.59436357042947
150375,-6.22,-57.75,PA,Jacareacanga,2006,4,34683,0.115330277080991
150380,-4.45,-49.11,PA,Jacundá,2006,126,48368,2.60502811776381
150390,-2.15,-56.09,PA,Juruti,2006,1,37064,0.0269803582991582
150400,-1.89,-49.38,PA,Limoeiro do Ajuru,2006,5,21847,0.228864374971392
150405,-2.05,-47.55,PA,Mãe do Rio,2006,3,22580,0.132860938883968
150410,-0.79,-47.59,PA,Magalhães Barata,2006,23,7961,2.88908428589373
150420,-5.36,-49.11,PA,Marabá,2006,232,200801,1.15537273220751
150430,-0.76,-47.45,PA,Maracanã,2006,14,29046,0.481994078358466
150440,-0.71,-47.69,PA,Marapanim,2006,1,28141,0.0355353398955261
150442,-1.35,-48.34,PA,Marituba,2005,5,97254,0.0514117671252596
150442,-1.35,-48.34,PA,Marituba,2006,247,101356,2.43695489166897
150460,-2.58,-49.5,PA,Mocajuba,2006,8,22054,0.362745987122517
150470,-1.88,-48.76,PA,Moju,2005,4,60809,0.0657797365521551
150470,-1.88,-48.76,PA,Moju,2006,142,62223,2.28211433071372
150480,-2,-54.06,PA,Monte Alegre,2005,2,67811,0.0294937399536948
150480,-2,-54.06,PA,Monte Alegre,2005,2,20755,0.0963623223319682
150480,-2,-54.06,PA,Monte Alegre,2006,14,69372,0.201810528743585
150480,-2,-54.06,PA,Monte Alegre,2006,14,21094,0.663695837678961
150490,-1.52,-49.21,PA,Muaná,2006,12,27758,0.432307803155847
150497,-4.92,-49.07,PA,Nova Ipixuna,2006,45,14348,3.13632562029551
150503,-7.14,-55.38,PA,Novo Progresso,2005,2,37067,0.0539563493134055
150503,-7.14,-55.38,PA,Novo Progresso,2006,25,39245,0.637023824691043
150506,-4.33,-49.79,PA,Novo Repartimento,2006,2,51627,0.0387394192961047
150510,-1.91,-55.51,PA,Óbidos,2006,14,49582,0.282360534064782
150520,-2,-49.85,PA,Oeiras do Pará,2006,1,26554,0.0376591097386458
150530,-1.76,-55.86,PA,Oriximiná,2005,3,53135,0.0564599604780277
150530,-1.76,-55.86,PA,Oriximiná,2006,52,53999,0.962980795940666
150540,-1.54,-47.11,PA,Ourém,2006,6,15605,0.384492149951938
150543,-6.75,-51.08,PA,Ourilândia do Norte,2006,30,20054,1.495960905555
150548,-3.83,-50.63,PA,Pacajá,2006,68,31179,2.18095513005549
150549,-5.74,-48.31,PA,Palestina do Pará,2006,33,9033,3.65327133842577
150550,-2.99,-47.35,PA,Paragominas,2006,3,88877,0.0337545146663366
150553,-6.06,-49.9,PA,Parauapebas,2005,4,91621,0.0436581133146331
150553,-6.06,-49.9,PA,Parauapebas,2006,55,95225,0.577579417169861
150563,-6.43,-48.87,PA,Piçarra,2006,1,14389,0.0694975328375843
150565,-3.86,-54.22,PA,Placas,2006,3,15614,0.192135263225311
150580,-1.93,-50.82,PA,Portel,2006,6,44393,0.135156443583448
150613,-8.02,-50.03,PA,Redenção,2006,39,72085,0.541027953110911
150613,-8.02,-50.03,PA,Redenção,2006,39,26646,1.46363431659536
150616,-7.31,-50.04,PA,Rio Maria,2006,85,10818,7.8572749121834
150618,-4.77,-48.06,PA,Rondon do Pará,2006,183,46311,3.95154498931139
150619,-4.09,-54.9,PA,Rurópolis,2005,1,27913,0.0358256009744563
150619,-4.09,-54.9,PA,Rurópolis,2006,18,28497,0.631645436361722
150620,-0.62,-47.35,PA,Salinópolis,2006,15,41416,0.362178868070311
150635,-1.22,-48.29,PA,Santa Bárbara do Pará,2005,3,13018,0.230450145951759
150635,-1.22,-48.29,PA,Santa Bárbara do Pará,2006,13,13313,0.97648914594757
150640,-0.66,-49.16,PA,Santa Cruz do Arari,2006,2,5611,0.35644270183568
150650,-1.29,-48.16,PA,Santa Isabel do Pará,2005,1,49428,0.0202314477624019
150650,-1.29,-48.16,PA,Santa Isabel do Pará,2006,58,50543,1.14753774014206
150658,-8.85,-49.72,PA,Santa Maria das Barreiras,2006,88,13710,6.41867250182349
150660,-1.35,-47.57,PA,Santa Maria do Pará,2005,1,22669,0.0441131060037937
150660,-1.35,-47.57,PA,Santa Maria do Pará,2006,2,22996,0.0869716472429988
150670,-9.5,-50.62,PA,Santana do Araguaia,2006,3,42523,0.07055005526421
150680,-2.44,-54.7,PA,Santarém,2005,2,274012,0.00729895041093091
150680,-2.44,-54.7,PA,Santarém,2005,2,2600,0.769230769230769
150680,-2.44,-54.7,PA,Santarém,2006,42,276074,0.152133123727696
150680,-2.44,-54.7,PA,Santarém,2006,42,2606,16.1166538756715
150700,-1.15,-48.12,PA,Santo Antônio do Tauá,2006,15,21836,0.686938999816816
150710,-0.75,-48.02,PA,São Caetano de Odivelas,2006,7,14608,0.479189485213582
150715,-5.53,-48.73,PA,São Domingos do Araguaia,2005,1,23587,0.042396235214313
150715,-5.53,-48.73,PA,São Domingos do Araguaia,2006,91,24230,3.75567478332645
150720,-1.67,-47.77,PA,São Domingos do Capim,2006,4,32231,0.124104123359499
150730,-6.64,-51.99,PA,São Félix do Xingu,2006,89,41813,2.12852462152919
150740,-1.16,-47.79,PA,São Francisco do Pará,2005,2,15890,0.12586532410321
150740,-1.16,-47.79,PA,São Francisco do Pará,2006,78,16186,4.81897936488323
150745,-6.4,-48.55,PA,São Geraldo do Araguaia,2006,41,27242,1.50502899933926
150746,-0.85,-47.91,PA,São João da Ponta,2006,1,3916,0.255362614913177
150747,-0.76,-47.17,PA,São João de Pirabas,2006,12,18389,0.652564032845723
150760,-1.62,-47.48,PA,São Miguel do Guamá,2006,13,47599,0.273114981407172
150770,-1.71,-49.54,PA,São Sebastião da Boa Vista,2005,1,19379,0.0516022498580938
150770,-1.71,-49.54,PA,São Sebastião da Boa Vista,2006,18,19688,0.914262494920764
150775,-6.94,-49.68,PA,Sapucaia,2005,1,2911,0.343524562006183
150775,-6.94,-49.68,PA,Sapucaia,2005,1,18240,0.0548245614035088
150775,-6.94,-49.68,PA,Sapucaia,2006,36,2752,13.0813953488372
150775,-6.94,-49.68,PA,Sapucaia,2006,36,18434,1.95291309536726
150790,-0.71,-48.52,PA,Soure,2006,30,21789,1.37684152554041
150795,-2.94,-48.95,PA,Tailândia,2006,4,53755,0.0744116826341736
150796,-1.03,-47.9,PA,Terra Alta,2006,3,10468,0.286587695834925
150800,-2.41,-48.15,PA,Tomé-Açu,2005,2,50951,0.0392534003258032
150800,-2.41,-48.15,PA,Tomé-Açu,2006,34,51612,0.658761528326746
150803,-1.07,-46.89,PA,Tracuateua,2006,5,27090,0.184569952011812
150808,-6.74,-51.16,PA,Tucumã,2005,33,21509,1.53424148031057
150808,-6.74,-51.16,PA,Tucumã,2006,111,20826,5.32987611639297
150820,-0.85,-48.14,PA,Vigia,2006,14,42214,0.331643530582271
150830,-1.19,-46.13,PA,Viseu,2006,1,53607,0.0186542802245975
150840,-7.09,-49.94,PA,Xinguara,2005,1,30462,0.0328277854375944
150840,-7.09,-49.94,PA,Xinguara,2006,79,29606,2.66837803148011
160010,2.05,-50.79,AP,Amapá,2006,1,7465,0.133958472873409
160030,0.03,-51.06,AP,Macapá,2005,15,355408,0.0422050150812587
160030,0.03,-51.06,AP,Macapá,2006,936,368367,2.54094422138791
160053,0.71,-51.41,AP,Porto Grande,2006,2,15328,0.130480167014614
160060,-0.05,-51.18,AP,Santana,2005,24,98600,0.243407707910751
160060,-0.05,-51.18,AP,Santana,2005,24,23807,1.00810685932709
160060,-0.05,-51.18,AP,Santana,2006,828,101864,8.12848503887536
160060,-0.05,-51.18,AP,Santana,2006,828,23749,34.8646258789844
160005,0.89,-52,AP,Serra do Navio,2006,1,4326,0.231160425335183
170025,-9.62,-49.15,TO,Abreulândia,2006,6,2392,2.50836120401338
170030,-6.56,-47.46,TO,Aguiarnópolis,2006,1,3650,0.273972602739726
170035,-11.3,-48.93,TO,Aliança do Tocantins,2006,10,6491,1.54059466954244
170040,-11.57,-47.16,TO,Almas,2006,175,9082,19.2688835058357
170070,-12.47,-49.12,TO,Alvorada,2006,44,8280,5.31400966183575
170070,-12.47,-49.12,TO,Alvorada,2006,44,214953,0.204695910268756
170100,-6.36,-48.07,TO,Ananás,2006,1,12156,0.0822639025995393
170130,-7.16,-48.52,TO,Aragominas,2006,1,8614,0.116090085906664
170190,-8.8,-49.55,TO,Araguacema,2006,1,6105,0.163800163800164
170200,-12.93,-49.82,TO,Araguaçu,2006,32,8951,3.57501955088817
170210,-7.19,-48.2,TO,Araguaína,2005,3,127521,0.0235255369703813
170210,-7.19,-48.2,TO,Araguaína,2006,568,130105,4.36570462318896
170215,-6.58,-48.64,TO,Araguanã,2006,13,5691,2.28430855737129
170215,-6.58,-48.64,TO,Araguanã,2006,13,8664,1.50046168051708
170220,-5.65,-48.12,TO,Araguatins,2006,17,29936,0.567878140032068
170230,-7.65,-49.06,TO,Arapoema,2005,1,6699,0.149276011344977
170230,-7.65,-49.06,TO,Arapoema,2006,4,6641,0.602318927872308
170255,-5.46,-47.88,TO,Augustinópolis,2006,18,14923,1.20619178449373
170300,-7.2,-47.75,TO,Babaçulândia,2006,33,11257,2.93150928311273
170305,-7.75,-48.58,TO,Bandeirantes do Tocantins,2006,2,2641,0.757288905717531
170307,-7.68,-47.68,TO,Barra do Ouro,2006,21,3776,5.5614406779661
170380,-5.31,-48.22,TO,Buriti do Tocantins,2006,4,8008,0.4995004995005
170384,-7.99,-46.86,TO,Campos Lindos,2006,9,7307,1.23169563432325
170386,-11.89,-49.16,TO,Cariri do Tocantins,2006,7,3173,2.20611408761425
170388,-7.03,-48.39,TO,Carmolândia,2006,1,2170,0.460829493087558
170389,-5.32,-48.03,TO,Carrasco Bonito,2006,2,4472,0.447227191413238
170390,-9.27,-49.95,TO,Caseara,2006,1,4314,0.231803430690774
170510,-11.61,-47.75,TO,Chapada da Natividade,2006,7,3716,1.88374596340151
170460,-10.14,-49.13,TO,Chapada de Areia,2006,5,1184,4.22297297297297
170550,-8.05,-48.47,TO,Colinas do Tocantins,2006,142,28467,4.98823198791583
170555,-12.79,-46.53,TO,Combinado,2006,13,4268,3.04592314901593
170610,-10.6,-49.19,TO,Cristalândia,2006,50,6862,7.28650539201399
170625,-11.1,-48.91,TO,Crixás do Tocantins,2006,3,1571,1.90961171228517
170650,-6.71,-47.75,TO,Darcinópolis,2006,2,5000,0.4
170700,-11.62,-46.82,TO,Dianópolis,2006,16,17270,0.926462072958888
170710,-9.8,-49.21,TO,Divinópolis do Tocantins,2005,9,6082,1.47977638934561
170710,-9.8,-49.21,TO,Divinópolis do Tocantins,2006,16,6137,2.60713703764054
170720,-9.25,-49.06,TO,Dois Irmãos do Tocantins,2006,22,6766,3.25155187703222
170730,-11.34,-49.27,TO,Dueré,2006,20,4705,4.25079702444208
170740,-5.34,-48.51,TO,Esperantina,2003,1,8438,0.118511495615075
170740,-5.34,-48.51,TO,Esperantina,2003,1,34850,0.0286944045911047
170740,-5.34,-48.51,TO,Esperantina,2006,6,9578,0.626435581541032
170740,-5.34,-48.51,TO,Esperantina,2006,6,35908,0.16709368385875
170765,-12.13,-49.17,TO,Figueirópolis,2006,90,5165,17.4249757986447
170820,-11.79,-49.52,TO,Formoso do Araguaia,2006,10,20301,0.492586572090045
170825,-9.05,-48.51,TO,Fortaleza do Tabocão,2006,1,2887,0.346380325597506
170930,-8.83,-48.5,TO,Guaraí,2006,9,21175,0.425029515938607
170950,-11.72,-49.06,TO,Gurupi,2004,1,69727,0.014341646707875
170950,-11.72,-49.06,TO,Gurupi,2005,2,71643,0.0279161955808662
170950,-11.72,-49.06,TO,Gurupi,2006,690,72831,9.47398772500721
171050,-8.39,-47.76,TO,Itacajá,2006,4,6569,0.608920688080378
171070,-5.76,-47.48,TO,Itaguatins,2006,5,6706,0.745600954369222
171090,-8.38,-48.11,TO,Itapiratins,2006,4,3613,1.10711320232494
171110,-8.57,-48.68,TO,Itaporã do Tocantins,2005,1,1814,0.551267916207277
171110,-8.57,-48.68,TO,Itaporã do Tocantins,2006,5,1687,2.963841138115
171150,-12.65,-48.59,TO,Jaú do Tocantins,2006,7,3298,2.12249848392965
171200,-9.75,-48.35,TO,Lajeado,2006,2,3513,0.569313976658127
171200,-9.75,-48.35,TO,Lajeado,2006,2,67557,0.0296046301641577
171215,-12.78,-46.5,TO,Lavandeira,2006,3,1222,2.45499181669394
171245,-6.18,-47.85,TO,Luzinópolis,2006,3,2488,1.20578778135048
171280,-5.95,-47.5,TO,Maurilândia do Tocantins,2006,2,3524,0.567536889897843
171320,-9.56,-48.39,TO,Miracema do Tocantins,2005,4,27661,0.144607931745056
171320,-9.56,-48.39,TO,Miracema do Tocantins,2006,126,28239,4.46191437373845
171330,-9.52,-48.59,TO,Miranorte,2006,9,12463,0.722137527080157
171360,-10.76,-48.1,TO,Monte do Carmo,2006,2,4196,0.476644423260248
171370,-10,-48.99,TO,Monte Santo do Tocantins,2006,2,1948,1.02669404517454
171395,-7.14,-48.61,TO,Muricilândia,2006,5,2628,1.90258751902588
171420,-11.71,-47.72,TO,Natividade,2005,1,9627,0.103874519580347
171420,-11.71,-47.72,TO,Natividade,2005,1,15430,0.0648088139987038
